"Date","Price","Open","High","Low","Vol.","Change %"
"25/08/1995","51.270","51.270","51.270","51.270","","0.09%"
"24/08/1995","51.225","51.225","51.225","51.225","","-0.06%"
"23/08/1995","51.255","51.255","51.255","51.255","","0.20%"
"22/08/1995","51.155","51.155","51.155","51.155","","-0.01%"
"21/08/1995","51.160","51.160","51.160","51.160","","-0.02%"
"18/08/1995","51.170","51.170","51.170","51.170","","-0.01%"
"17/08/1995","51.175","51.175","51.175","51.175","","-0.06%"
"16/08/1995","51.205","51.205","51.205","51.205","","0.63%"
"15/08/1995","50.885","50.885","50.885","50.885","","-0.01%"
"14/08/1995","50.890","50.890","50.890","50.890","","0.13%"
"11/08/1995","50.825","50.825","50.825","50.825","","0.30%"
"10/08/1995","50.675","50.675","50.675","50.675","","0.00%"
"09/08/1995","50.675","50.675","50.675","50.675","","0.07%"
"08/08/1995","50.640","50.640","50.640","50.640","","0.09%"
"07/08/1995","50.595","50.595","50.595","50.595","","0.10%"
"04/08/1995","50.545","50.545","50.545","50.545","","-0.01%"
"03/08/1995","50.550","50.550","50.550","50.550","","0.16%"
"02/08/1995","50.470","50.470","50.470","50.470","","-0.06%"
"01/08/1995","50.500","50.500","50.500","50.500","","-0.18%"
"31/07/1995","50.590","50.590","50.590","50.590","","0.06%"
"28/07/1995","50.560","50.560","50.560","50.560","","-0.01%"
"27/07/1995","50.565","50.565","50.565","50.565","","-0.01%"
"26/07/1995","50.570","50.570","50.570","50.570","","0.01%"
"25/07/1995","50.565","50.565","50.565","50.565","","0.01%"
"24/07/1995","50.560","50.560","50.560","50.560","","-0.10%"
"21/07/1995","50.610","50.610","50.610","50.610","","0.10%"
"20/07/1995","50.560","50.560","50.560","50.560","","-0.14%"
"19/07/1995","50.630","50.630","50.630","50.630","","-0.19%"
"18/07/1995","50.725","50.725","50.725","50.725","","0.20%"
"17/07/1995","50.625","50.625","50.625","50.625","","0.27%"
"14/07/1995","50.490","50.490","50.490","50.490","","-0.12%"
"13/07/1995","50.550","50.550","50.550","50.550","","-0.10%"
"12/07/1995","50.600","50.600","50.600","50.600","","0.00%"
"11/07/1995","50.600","50.600","50.600","50.600","","-1.12%"
"10/07/1995","51.175","51.175","51.175","51.175","","0.05%"
"07/07/1995","51.150","51.150","51.150","51.150","","0.24%"
"06/07/1995","51.025","51.025","51.025","51.025","","0.86%"
"05/07/1995","50.590","50.590","50.590","50.590","","0.33%"
"04/07/1995","50.425","50.425","50.425","50.425","","0.10%"
"03/07/1995","50.375","50.375","50.375","50.375","","0.06%"
"30/06/1995","50.345","50.345","50.345","50.345","","0.00%"
"29/06/1995","50.345","50.345","50.345","50.345","","0.28%"
"28/06/1995","50.205","50.205","50.205","50.205","","-0.03%"
"27/06/1995","50.220","50.220","50.220","50.220","","0.13%"
"26/06/1995","50.155","50.155","50.155","50.155","","-0.04%"
"23/06/1995","50.175","50.175","50.175","50.175","","0.28%"
"22/06/1995","50.035","50.035","50.035","50.035","","-0.12%"
"21/06/1995","50.095","50.095","50.095","50.095","","-0.13%"
"20/06/1995","50.160","50.160","50.160","50.160","","0.35%"
"19/06/1995","49.985","49.985","49.985","49.985","","-0.13%"
"16/06/1995","50.050","50.050","50.050","50.050","","0.20%"
"15/06/1995","49.950","49.950","49.950","49.950","","0.38%"
"14/06/1995","49.760","49.760","49.760","49.760","","-0.42%"
"13/06/1995","49.970","49.970","49.970","49.970","","0.03%"
"12/06/1995","49.955","49.955","49.955","49.955","","0.00%"
"09/06/1995","49.955","49.955","49.955","49.955","","0.06%"
"08/06/1995","49.925","49.925","49.925","49.925","","0.10%"
"07/06/1995","49.875","49.875","49.875","49.875","","-0.02%"
"06/06/1995","49.885","49.885","49.885","49.885","","0.20%"
"05/06/1995","49.785","49.785","49.785","49.785","","-0.08%"
"02/06/1995","49.825","49.825","49.825","49.825","","0.14%"
"01/06/1995","49.755","49.755","49.755","49.755","","0.30%"
"31/05/1995","49.605","49.605","49.605","49.605","","0.02%"
"30/05/1995","49.595","49.595","49.595","49.595","","0.11%"
"29/05/1995","49.540","49.540","49.540","49.540","","0.01%"
"26/05/1995","49.535","49.535","49.535","49.535","","-0.11%"
"25/05/1995","49.590","49.590","49.590","49.590","","-0.09%"
"24/05/1995","49.635","49.635","49.635","49.635","","-0.02%"
"23/05/1995","49.645","49.645","49.645","49.645","","0.10%"
"22/05/1995","49.595","49.595","49.595","49.595","","0.00%"
"19/05/1995","49.595","49.595","49.595","49.595","","-0.06%"
"18/05/1995","49.625","49.625","49.625","49.625","","0.02%"
"17/05/1995","49.615","49.615","49.615","49.615","","0.03%"
"16/05/1995","49.600","49.600","49.600","49.600","","0.15%"
"15/05/1995","49.525","49.525","49.525","49.525","","0.00%"
"12/05/1995","49.525","49.525","49.525","49.525","","0.26%"
"11/05/1995","49.395","49.395","49.395","49.395","","0.00%"
"10/05/1995","49.395","49.395","49.395","49.395","","0.08%"
"09/05/1995","49.355","49.355","49.355","49.355","","0.13%"
"08/05/1995","49.290","49.290","49.290","49.290","","-0.05%"
"05/05/1995","49.315","49.315","49.315","49.315","","0.00%"
"04/05/1995","49.315","49.315","49.315","49.315","","-0.02%"
"03/05/1995","49.325","49.325","49.325","49.325","","-0.08%"
"02/05/1995","49.365","49.365","49.365","49.365","","0.01%"
"01/05/1995","49.360","49.360","49.360","49.360","","0.00%"
"28/04/1995","49.360","49.360","49.360","49.360","","0.05%"
"27/04/1995","49.335","49.335","49.335","49.335","","0.06%"
"26/04/1995","49.305","49.305","49.305","49.305","","-0.14%"
"25/04/1995","49.375","49.375","49.375","49.375","","0.15%"
"24/04/1995","49.300","49.300","49.300","49.300","","-0.05%"
"21/04/1995","49.325","49.325","49.325","49.325","","0.17%"
"20/04/1995","49.240","49.240","49.240","49.240","","0.13%"
"19/04/1995","49.175","49.175","49.175","49.175","","-0.32%"
"18/04/1995","49.335","49.335","49.335","49.335","","0.17%"
"17/04/1995","49.250","49.250","49.250","49.250","","-0.10%"
"14/04/1995","49.300","49.300","49.300","49.300","","0.00%"
"13/04/1995","49.300","49.300","49.300","49.300","","0.00%"
"12/04/1995","49.300","49.300","49.300","49.300","","-0.08%"
"11/04/1995","49.338","49.338","49.338","49.338","","0.13%"
"10/04/1995","49.275","49.275","49.275","49.275","","0.03%"
"07/04/1995","49.260","49.260","49.260","49.260","","-0.10%"
"06/04/1995","49.310","49.310","49.310","49.310","","-0.06%"
"05/04/1995","49.340","49.340","49.340","49.340","","-0.14%"
"04/04/1995","49.410","49.410","49.410","49.410","","0.16%"
"03/04/1995","49.330","49.330","49.330","49.330","","-0.24%"
"31/03/1995","49.450","49.450","49.450","49.450","","0.18%"
"30/03/1995","49.360","49.360","49.360","49.360","","-0.12%"
"29/03/1995","49.420","49.420","49.420","49.420","","-0.12%"
"28/03/1995","49.480","49.480","49.480","49.480","","0.02%"
"27/03/1995","49.470","49.470","49.470","49.470","","-0.16%"
"24/03/1995","49.550","49.550","49.550","49.550","","0.28%"
"23/03/1995","49.410","49.410","49.410","49.410","","-0.06%"
"22/03/1995","49.440","49.440","49.440","49.440","","-0.02%"
"21/03/1995","49.450","49.450","49.450","49.450","","0.06%"
"20/03/1995","49.420","49.420","49.420","49.420","","-0.52%"
"17/03/1995","49.680","49.680","49.680","49.680","","-0.12%"
"16/03/1995","49.740","49.740","49.740","49.740","","0.00%"
"15/03/1995","49.740","49.740","49.740","49.740","","-0.02%"
"14/03/1995","49.750","49.750","49.750","49.750","","0.02%"
"13/03/1995","49.740","49.740","49.740","49.740","","0.14%"
"10/03/1995","49.670","49.670","49.670","49.670","","0.04%"
"09/03/1995","49.650","49.650","49.650","49.650","","0.00%"
"08/03/1995","49.650","49.650","49.650","49.650","","-0.24%"
"07/03/1995","49.770","49.770","49.770","49.770","","0.00%"
"06/03/1995","49.770","49.770","49.770","49.770","","-0.20%"
"03/03/1995","49.870","49.870","49.870","49.870","","0.00%"
"02/03/1995","49.870","49.870","49.870","49.870","","0.04%"
"01/03/1995","49.850","49.850","49.850","49.850","","-0.06%"
"28/02/1995","49.880","49.880","49.880","49.880","","0.00%"
"27/02/1995","49.880","49.880","49.880","49.880","","0.00%"
"24/02/1995","49.880","49.880","49.880","49.880","","0.00%"
"23/02/1995","49.880","49.880","49.880","49.880","","0.06%"
"22/02/1995","49.850","49.850","49.850","49.850","","-0.16%"
"21/02/1995","49.930","49.930","49.930","49.930","","0.07%"
"20/02/1995","49.895","49.895","49.895","49.895","","-0.05%"
"17/02/1995","49.920","49.920","49.920","49.920","","-0.02%"
"16/02/1995","49.930","49.930","49.930","49.930","","-0.06%"
"15/02/1995","49.960","49.960","49.960","49.960","","0.00%"
"14/02/1995","49.960","49.960","49.960","49.960","","0.00%"
"13/02/1995","49.960","49.960","49.960","49.960","","-0.10%"
"10/02/1995","50.010","50.010","50.010","50.010","","0.14%"
"09/02/1995","49.940","49.940","49.940","49.940","","0.00%"
"08/02/1995","49.940","49.940","49.940","49.940","","0.00%"
"07/02/1995","49.940","49.940","49.940","49.940","","0.00%"
"06/02/1995","49.940","49.940","49.940","49.940","","0.00%"
"03/02/1995","49.940","49.940","49.940","49.940","","-0.04%"
"02/02/1995","49.960","49.960","49.960","49.960","","0.00%"
"01/02/1995","49.960","49.960","49.960","49.960","","0.00%"
"31/01/1995","49.960","49.960","49.960","49.960","","0.00%"
"30/01/1995","49.960","49.960","49.960","49.960","","0.00%"
"27/01/1995","49.960","49.960","49.960","49.960","","0.14%"
"26/01/1995","49.890","49.890","49.890","49.890","","0.00%"
"25/01/1995","49.890","49.890","49.890","49.890","","0.00%"
"24/01/1995","49.890","49.890","49.890","49.890","","0.00%"
"23/01/1995","49.890","49.890","49.890","49.890","","0.00%"
"20/01/1995","49.890","49.890","49.890","49.890","","0.14%"
"19/01/1995","49.820","49.820","49.820","49.820","","0.00%"
"18/01/1995","49.820","49.820","49.820","49.820","","0.00%"
"17/01/1995","49.820","49.820","49.820","49.820","","0.00%"
"16/01/1995","49.820","49.820","49.820","49.820","","0.04%"
"13/01/1995","49.800","49.800","49.800","49.800","","0.00%"
"12/01/1995","49.800","49.800","49.800","49.800","","0.00%"
"11/01/1995","49.800","49.800","49.800","49.800","","0.00%"
"10/01/1995","49.800","49.800","49.800","49.800","","0.00%"
"09/01/1995","49.800","49.800","49.800","49.800","","0.00%"
"06/01/1995","49.800","49.800","49.800","49.800","","0.36%"
"05/01/1995","49.620","49.620","49.620","49.620","","0.00%"
"04/01/1995","49.620","49.620","49.620","49.620","","0.00%"
"03/01/1995","49.620","49.620","49.620","49.620","","0.00%"
"02/01/1995","49.620","49.620","49.620","49.620","","0.00%"
"30/12/1994","49.620","49.620","49.620","49.620","","-0.12%"
"29/12/1994","49.680","49.680","49.680","49.680","","0.00%"
"28/12/1994","49.680","49.680","49.680","49.680","","0.00%"
"27/12/1994","49.680","49.680","49.680","49.680","","0.00%"
"26/12/1994","49.680","49.680","49.680","49.680","","0.00%"
"23/12/1994","49.680","49.680","49.680","49.680","","0.18%"
"22/12/1994","49.590","49.590","49.590","49.590","","0.00%"
"21/12/1994","49.590","49.590","49.590","49.590","","0.00%"
"20/12/1994","49.590","49.590","49.590","49.590","","0.00%"
"19/12/1994","49.590","49.590","49.590","49.590","","0.00%"
"16/12/1994","49.590","49.590","49.590","49.590","","0.26%"
"15/12/1994","49.460","49.460","49.460","49.460","","0.00%"
"14/12/1994","49.460","49.460","49.460","49.460","","0.00%"
"13/12/1994","49.460","49.460","49.460","49.460","","0.00%"
"12/12/1994","49.460","49.460","49.460","49.460","","0.00%"
"09/12/1994","49.460","49.460","49.460","49.460","","0.32%"
"08/12/1994","49.300","49.300","49.300","49.300","","0.00%"
"07/12/1994","49.300","49.300","49.300","49.300","","0.00%"
"06/12/1994","49.300","49.300","49.300","49.300","","0.00%"
"05/12/1994","49.300","49.300","49.300","49.300","","-0.26%"
"02/12/1994","49.430","49.430","49.430","49.430","","0.00%"
"01/12/1994","49.430","49.430","49.430","49.430","","0.00%"
"30/11/1994","49.430","49.430","49.430","49.430","","0.00%"
"29/11/1994","49.430","49.430","49.430","49.430","","0.00%"
"28/11/1994","49.430","49.430","49.430","49.430","","0.00%"
"25/11/1994","49.430","49.430","49.430","49.430","","0.55%"
"24/11/1994","49.158","49.158","49.158","49.158","","0.00%"
"23/11/1994","49.158","49.158","49.158","49.158","","0.00%"
"22/11/1994","49.158","49.158","49.158","49.158","","0.00%"
"21/11/1994","49.158","49.158","49.158","49.158","","0.00%"
"18/11/1994","49.158","49.158","49.158","49.158","","0.26%"
"17/11/1994","49.030","49.030","49.030","49.030","","0.00%"
"16/11/1994","49.030","49.030","49.030","49.030","","0.00%"
"15/11/1994","49.030","49.030","49.030","49.030","","0.00%"
"14/11/1994","49.030","49.030","49.030","49.030","","0.00%"
"11/11/1994","49.030","49.030","49.030","49.030","","0.02%"
"10/11/1994","49.020","49.020","49.020","49.020","","0.00%"
"09/11/1994","49.020","49.020","49.020","49.020","","0.00%"
"08/11/1994","49.020","49.020","49.020","49.020","","0.00%"
"07/11/1994","49.020","49.020","49.020","49.020","","0.00%"
"04/11/1994","49.020","49.020","49.020","49.020","","0.16%"
"03/11/1994","48.940","48.940","48.940","48.940","","0.00%"
"02/11/1994","48.940","48.940","48.940","48.940","","0.00%"
"01/11/1994","48.940","48.940","48.940","48.940","","0.00%"
"31/10/1994","48.940","48.940","48.940","48.940","","0.00%"
"28/10/1994","48.940","48.940","48.940","48.940","","0.02%"
"27/10/1994","48.930","48.930","48.930","48.930","","0.00%"
"26/10/1994","48.930","48.930","48.930","48.930","","0.00%"
"25/10/1994","48.930","48.930","48.930","48.930","","0.00%"
"24/10/1994","48.930","48.930","48.930","48.930","","0.00%"
"21/10/1994","48.930","48.930","48.930","48.930","","-0.51%"
"20/10/1994","49.180","49.180","49.180","49.180","","0.00%"
"19/10/1994","49.180","49.180","49.180","49.180","","0.00%"
"18/10/1994","49.180","49.180","49.180","49.180","","0.00%"
"17/10/1994","49.180","49.180","49.180","49.180","","0.00%"
"14/10/1994","49.180","49.180","49.180","49.180","","-0.20%"
"13/10/1994","49.280","49.280","49.280","49.280","","0.00%"
"12/10/1994","49.280","49.280","49.280","49.280","","0.00%"
"11/10/1994","49.280","49.280","49.280","49.280","","0.00%"
"10/10/1994","49.280","49.280","49.280","49.280","","0.00%"
"07/10/1994","49.280","49.280","49.280","49.280","","0.00%"
"06/10/1994","49.280","49.280","49.280","49.280","","0.00%"
"05/10/1994","49.280","49.280","49.280","49.280","","0.00%"
"04/10/1994","49.280","49.280","49.280","49.280","","0.00%"
"03/10/1994","49.280","49.280","49.280","49.280","","0.00%"
"30/09/1994","49.280","49.280","49.280","49.280","","0.04%"
"29/09/1994","49.260","49.260","49.260","49.260","","0.00%"
"28/09/1994","49.260","49.260","49.260","49.260","","0.00%"
"27/09/1994","49.260","49.260","49.260","49.260","","0.00%"
"26/09/1994","49.260","49.260","49.260","49.260","","0.00%"
"23/09/1994","49.260","49.260","49.260","49.260","","-0.06%"
"22/09/1994","49.290","49.290","49.290","49.290","","0.00%"
"21/09/1994","49.290","49.290","49.290","49.290","","0.00%"
"20/09/1994","49.290","49.290","49.290","49.290","","0.00%"
"19/09/1994","49.290","49.290","49.290","49.290","","0.00%"
"16/09/1994","49.290","49.290","49.290","49.290","","-0.06%"
"15/09/1994","49.320","49.320","49.320","49.320","","0.00%"
"14/09/1994","49.320","49.320","49.320","49.320","","0.00%"
"13/09/1994","49.320","49.320","49.320","49.320","","0.00%"
"12/09/1994","49.320","49.320","49.320","49.320","","0.00%"
"09/09/1994","49.320","49.320","49.320","49.320","","0.08%"
"08/09/1994","49.280","49.280","49.280","49.280","","0.00%"
"07/09/1994","49.280","49.280","49.280","49.280","","0.00%"
"06/09/1994","49.280","49.280","49.280","49.280","","0.00%"
"05/09/1994","49.280","49.280","49.280","49.280","","0.00%"
"02/09/1994","49.280","49.280","49.280","49.280","","0.10%"
"01/09/1994","49.230","49.230","49.230","49.230","","0.00%"
"31/08/1994","49.230","49.230","49.230","49.230","","0.00%"
"30/08/1994","49.230","49.230","49.230","49.230","","0.00%"
"29/08/1994","49.230","49.230","49.230","49.230","","0.00%"
"26/08/1994","49.230","49.230","49.230","49.230","","0.04%"
"25/08/1994","49.210","49.210","49.210","49.210","","0.00%"
"24/08/1994","49.210","49.210","49.210","49.210","","0.00%"
"23/08/1994","49.210","49.210","49.210","49.210","","0.00%"
"22/08/1994","49.210","49.210","49.210","49.210","","0.00%"
"19/08/1994","49.210","49.210","49.210","49.210","","-0.13%"
"18/08/1994","49.275","49.275","49.275","49.275","","0.00%"
"17/08/1994","49.275","49.275","49.275","49.275","","0.00%"
"16/08/1994","49.275","49.275","49.275","49.275","","0.00%"
"15/08/1994","49.275","49.275","49.275","49.275","","0.00%"
"12/08/1994","49.275","49.275","49.275","49.275","","-0.07%"
"11/08/1994","49.310","49.310","49.310","49.310","","0.00%"
"10/08/1994","49.310","49.310","49.310","49.310","","0.00%"
"09/08/1994","49.310","49.310","49.310","49.310","","0.00%"
"08/08/1994","49.310","49.310","49.310","49.310","","0.00%"
"05/08/1994","49.310","49.310","49.310","49.310","","0.33%"
"04/08/1994","49.150","49.150","49.150","49.150","","-0.10%"
"03/08/1994","49.200","49.200","49.200","49.200","","0.00%"
"02/08/1994","49.200","49.200","49.200","49.200","","0.41%"
"01/08/1994","49.000","49.000","49.000","49.000","","-0.20%"
"29/07/1994","49.100","49.100","49.100","49.100","","0.10%"
